Country,Year,Month,Day,Temperature (Celsius),Precipitation (mm),Wind Speed (km/h)
France,2021,1,30,-3.173217505567436,82.73669693176112,9.172849338199176
Germany,2024,5,18,19.031626970618557,78.6186000164697,28.426626432711
France,2023,3,14,14.398126199576172,19.731948303784808,7.153736221420049
United Kingdom,2017,2,23,-9.566231522528952,65.32251101842152,13.46837390437331
Spain,2016,7,14,-7.30492559687411,55.786189802251954,25.172813060502545
Italy,2010,2,30,12.478856108919004,11.900301644220868,9.11988027639999
Germany,2006,8,29,27.799546832701843,98.73548184941706,12.022065485368188
Spain,2013,4,17,29.946529664342854,10.104893326899944,36.60269820113995
Germany,2017,12,22,10.504410651990167,80.97652402796109,12.40850629524704
Italy,2002,8,5,21.212361607440037,27.52268987319797,22.729846727835916
France,2016,10,2,27.090225263623395,83.16213588726158,14.622681029402397
Spain,2003,12,2,7.611918231460081,81.04421528975043,33.080159081982714
Italy,2012,12,17,-8.837056002011373,40.91013469500763,31.645131421264075
France,2009,7,3,13.341486674647584,30.517696684724495,6.980824137729087
Spain,2019,4,29,-5.876888735623811,9.761743374953502,33.013253623936635
Spain,2004,9,23,0.9611540328071158,39.70157669138413,25.955674577249237
France,2024,9,5,5.851027670491366,70.07249259548881,35.065509023122566
United Kingdom,2017,12,29,-2.7548246408264365,92.04485771730143,5.078295859052765
Italy,2003,11,9,12.827949742440083,68.44515583010701,19.14424537172222
Italy,2003,11,17,0.022333435662943657,74.95817114812938,22.881628037294586
France,2002,8,8,17.75293219684102,0.7069351180976291,29.90164013490047
United Kingdom,2022,12,3,-8.310190623369621,1.5443182550016643,21.91221437086001
Italy,2009,3,11,-2.0235361027418985,97.75190743009394,17.77523037248197
Italy,2008,10,15,24.673334787786743,14.08840405690256,26.057800815799755
Germany,2012,1,30,26.031352734030534,59.705316712986765,23.321385156724396
France,2006,2,5,-0.3317877402183065,39.23294869893924,37.101811421552455
Germany,2020,6,18,3.6044746777709147,7.237300593263485,8.626903536753744
Spain,2020,3,2,27.680088220207743,41.58829365498432,25.678660810825402
Italy,2011,12,20,-8.176954365009195,80.22602633535541,28.804942225016383
France,2017,12,20,24.317377242046412,25.689896744045747,10.319602211104701
United Kingdom,2023,11,20,16.093560056463744,68.00114313106872,37.15605380426011
Spain,2017,5,23,-8.725735891135873,54.52975573099511,22.486103660723852
France,2014,8,23,9.64476781939133,38.75344326628013,29.271026261945796
France,2021,1,17,-4.876873542396036,56.99474011652609,6.614951225450961
Italy,2022,3,18,24.154650539901283,47.349255393602476,12.785522960026933
France,2013,12,26,8.18488901646015,79.31313724998246,15.407351557364525
Germany,2018,3,10,-6.467769574361424,5.782407680324242,14.228428047786956
Italy,2008,12,5,10.996615715053267,3.4236169207814804,31.21010502780659
Germany,2022,3,5,0.700220925439341,38.0999028231348,9.678199542831885
Germany,2002,9,19,18.294282863425,28.46735756533777,19.247056082944248
Germany,2014,10,25,2.4815686630002975,34.43014272698296,32.33246651440645
United Kingdom,2016,6,5,23.625953620246662,91.78891679110066,25.63430068394336
Germany,2007,4,5,11.230611091965894,65.82540773644828,13.024860271648095
Spain,2009,10,13,8.05350805158011,30.876761364454108,38.70067891416432
Germany,2021,11,10,27.844839126092545,83.88137147501088,11.782369482930944
Italy,2006,9,15,6.330596620425858,30.213894357298308,28.599198336883795
Germany,2018,5,16,4.091720832758842,16.4240599882715,30.63667833909885
France,2001,9,7,0.5424072029690272,92.73064492732334,6.925143211812319
Germany,2016,5,20,14.640951940515052,65.90880389465148,13.320826298071509
Germany,2016,2,15,-4.085635352457833,78.72313737137756,9.888858373833555
France,2014,1,27,3.4681913866178036,79.25616460835697,20.463725845934576
Italy,2005,5,16,-3.92097349300621,55.02306380812792,20.456169083031327
Spain,2020,6,12,-4.073247848436035,38.74048697727267,9.147558659831075
Italy,2012,7,4,28.295332678671038,23.142786743920706,14.492006759339079
Spain,2011,1,17,0.841300387671895,82.43049440667724,38.50692077775484
Italy,2017,5,5,-4.509264835599307,49.48717868679767,9.22888068740207
Spain,2012,10,17,-2.02832627595003,39.21018769669359,23.52653599528101
Spain,2002,1,3,19.04800003008176,75.67726673494619,17.47022802351878
France,2002,1,24,-0.038250350340085504,47.639462696068,11.203914035340016
Italy,2009,6,7,16.436826351958945,2.1491295632923735,18.004436155891746
Spain,2014,3,9,26.150978288972468,0.2587901194490705,18.619896589052296
United Kingdom,2010,12,23,20.34670744465954,7.026233050912212,17.173881230322642
United Kingdom,2007,8,8,5.189350609549578,52.66031359399954,14.841638634835709
Italy,2003,9,22,2.2124954912089656,78.75083644256735,15.371273293175525
Germany,2023,9,10,-4.489709604889778,57.50074035557461,9.987448074912653
Italy,2020,1,6,-9.841656014351873,45.22299390883653,35.32619025753056
France,2015,1,20,17.860333657829575,95.44872044957418,23.96053091583607
Italy,2013,7,25,-2.8419723932936103,38.97538651253788,10.5762222190125
Italy,2001,12,26,3.1481980182973768,99.25280534134741,17.9361095683188
Spain,2011,12,3,29.440655031393938,61.12666652546639,34.60014141735851
Italy,2012,11,18,-1.4141883263838615,37.88176498527882,5.544780321747559
Italy,2017,4,21,-8.280775143786396,56.67382531736062,5.850616840552286
United Kingdom,2010,11,6,27.994548253854354,74.68430966969878,34.69162450028598
United Kingdom,2007,2,5,5.426209102169333,81.65362482381687,27.43893698706074
France,2018,11,18,28.111110956839276,62.95572663453471,29.122243598692805
United Kingdom,2018,4,30,10.512727747368615,50.330774275854665,5.457118975802825
Germany,2005,6,8,-8.458128454160065,4.720078547107631,37.09749349337044
Spain,2010,1,7,5.124745674292409,30.156304436161886,25.583889757579193
France,2012,10,24,21.208697154908656,33.5456926716823,20.2215978624401
United Kingdom,2024,4,1,6.247689842780769,76.18188233569084,33.57839774588985
France,2024,4,17,19.944364416994688,95.9787907606009,10.460651713984237
Germany,2011,8,12,0.1615223483546746,76.87180268878171,22.65415681009791
Spain,2007,1,3,17.758366826156294,92.93252855389706,6.380437969060564
United Kingdom,2014,10,9,13.220262950829206,37.61391699541431,28.530782088320173
Germany,2015,9,10,0.17834666633799756,33.6477717390963,8.535653728170827
Italy,2005,1,21,29.033740263123057,83.70117057908605,36.28740906826597
Spain,2009,11,8,15.311262319173977,31.065358530140763,32.59912910450652
Spain,2015,1,5,-5.068999962986784,0.20444787701598965,22.5792513060364
France,2003,4,11,13.49582573447547,48.672327421755334,36.58892471321374
Spain,2017,3,27,-5.798592676659755,78.68365596190485,32.658793073680684
France,2003,2,18,7.9230494096539985,52.99598400889721,6.306559326594762
Spain,2010,2,17,1.8139846062156906,54.433958021983365,31.302080934952908
Spain,2003,7,16,1.5836295858773255,65.2313583142656,39.249380423829976
France,2005,11,17,-3.1707117401609386,80.91010326977572,18.48777525129964
Italy,2014,6,22,22.222953336415245,39.374496207023626,31.39625416596264
Spain,2020,9,28,19.844047627121313,78.46635408167866,21.341741296327076
France,2001,3,10,25.27218731903225,84.75403047912796,39.98802240749818
Spain,2013,9,8,12.469589139592419,62.5478746669821,32.15298294641607
France,2001,10,18,6.295339314962376,28.95423865866228,19.82026693826603
Spain,2008,6,18,1.5301622821817062,96.78279973096923,14.979131730084388
Spain,2006,6,20,27.087271367355143,81.49523393691452,39.00414519397241
Italy,2015,3,2,27.375585414731482,94.99990243821085,32.84088862966962
United Kingdom,2014,7,4,18.22248540266459,91.24792032966126,22.741652141014058
Germany,2017,3,29,26.877751156244692,63.54606804510411,26.976564861552085
Italy,2000,11,15,25.265255023970767,17.932048909824804,21.78208581364047
United Kingdom,2018,10,16,2.972519988149603,18.648704177491883,10.919742338208934
Germany,2003,3,17,5.528393919008812,51.76340868090794,14.869265779840328
Spain,2023,12,26,28.776233197728978,94.95175394146631,13.627820400387467
Italy,2013,6,26,21.604060757713974,26.064550739952896,37.216969505361305
Spain,2009,3,6,18.886118401886392,67.89844728716585,8.762529123406253
Spain,2018,10,6,-8.709645691496517,43.99992322280827,17.036399991596795
Germany,2007,7,17,15.142376574530083,0.8926825818267425,20.683594998041336
Spain,2015,8,27,-4.765688925332969,67.88145516579621,8.788463728247063
Spain,2022,11,27,2.9160052348681056,93.75413802230588,13.864416363279702
Italy,2014,9,3,1.136090292568035,82.74775138514767,29.719008167954247
France,2023,9,10,13.655171116885327,76.27527666966074,31.53002163742689
Italy,2004,6,19,-6.216866540546486,50.565078193128365,7.934808979268851
Germany,2012,6,25,-6.28902866847425,21.35109035013244,37.234516786093415
Italy,2012,1,27,19.13965324515882,51.365663686144615,24.526813464860126
Italy,2012,10,27,3.5160566375734668,19.888051715109544,29.21201319120695
Italy,2011,4,12,7.884501753531726,92.22931140006816,16.75817614347271
Italy,2002,11,29,5.444345601839133,83.3382896688145,20.985361495115498
Germany,2021,4,24,7.9644725669291745,72.00695484398469,23.073631372468327
France,2021,4,13,-9.917952396098638,69.42956234577733,23.433243789957334
Italy,2018,11,25,-0.22256345325260085,38.12068408772499,18.091341436673353
Spain,2023,5,26,23.69164222676506,89.35333829538344,36.55481655378162
Spain,2010,1,1,27.829920504909964,46.88616954891626,16.285502938110994
France,2014,8,19,-0.5436462285566268,16.68392001117124,37.044873790898706
Italy,2005,5,23,1.5742687207674813,20.571595066988912,37.489772176896196
United Kingdom,2017,7,7,14.386108194806674,74.85589571651143,25.852120801628985
Italy,2004,9,14,6.2350042340387155,83.0081516562885,31.706752293749027
France,2022,12,10,15.19815863617422,91.35110120578004,5.764144947948062
France,2004,3,12,14.008894294745954,94.44894224192817,35.82222104038177
Italy,2023,12,27,11.883101891427849,68.22772060933002,34.16408797885866
United Kingdom,2002,5,11,11.467112815807667,87.969490603252,6.328962041745551
Spain,2014,11,15,6.249239401569877,25.013374895262086,25.286073198343185
Spain,2010,11,9,22.61991167157229,39.653333390726516,39.066270133044256
France,2015,5,7,-8.057802916341501,50.1246919741692,17.369896903230156
Spain,2024,8,25,0.7614255854224616,30.15728183910138,22.084257351258373
France,2022,9,11,-2.3034994635664363,42.68652109658565,10.845216075275104
Italy,2010,4,17,17.138348889199577,74.22233067496306,15.681532066394828
France,2014,8,10,19.55490328028768,58.86758342155981,31.48225240100223
Germany,2010,6,9,24.43251793016273,56.600249225603136,18.20981949215546
Spain,2001,1,26,2.4895490234252584,72.9906203978001,5.221475918856984
United Kingdom,2010,11,13,10.819518342581354,4.8106408860124965,5.662768563501926
France,2014,9,2,9.408888544755932,54.136896263085376,15.785518883281274
Spain,2003,9,28,-7.636705755426116,37.8690159845203,32.71949035695561
Italy,2007,9,25,2.0094264648537887,4.8690015903838475,34.71552052521831
Italy,2020,9,29,12.181437924530442,67.18804695030497,29.637953001261252
France,2007,9,23,8.35478269218514,42.320173456700616,14.94899790113161
France,2000,6,11,17.588352897572083,21.1586519843439,23.246940228868198
France,2021,1,29,21.572819378356947,14.816801445489268,11.90518413822431
United Kingdom,2009,11,5,1.6730716472690013,77.68329738012498,37.32285372091641
Spain,2014,2,8,10.866592989751123,97.19328544101683,26.55504531225112
France,2010,1,8,13.433539531954473,29.411432450466013,18.315390148674958
United Kingdom,2003,4,19,-9.388962682358116,49.528319971755664,9.095747373030521
Italy,2008,5,18,3.336457956061526,87.6686535036064,38.643861074914014
France,2024,12,5,26.95514301073922,96.48204385739548,25.779554258248762
France,2021,3,28,16.628177673767546,47.11958340919814,5.934845411641522
Italy,2008,12,30,18.668019718588237,57.57673841776707,27.314087233238304
Germany,2012,3,9,21.136928860329903,50.08041699045545,10.554183903695339
United Kingdom,2004,6,30,17.40800127443587,75.01540764966637,30.86337552814183
Germany,2004,7,27,-6.573971299457697,69.14138923768678,5.834086006244442
United Kingdom,2014,5,26,4.234977014634236,42.559751586540614,17.740332460454276
France,2005,12,30,8.848905151788536,32.80752839731969,8.001029691935333
United Kingdom,2008,8,29,-4.140693232473587,25.734440963713634,14.87421098085598
France,2000,1,27,14.040280468529165,84.87687710733113,11.30324451199364
Spain,2000,9,19,12.284078124922733,49.32914992950687,24.08448756124543
United Kingdom,2017,12,17,5.122947076701685,54.19024669664591,9.734484206725735
Germany,2008,5,5,14.022680750345721,50.516430589446855,20.392968221688403
Italy,2019,4,8,14.420721180794153,30.66407624930597,29.185621078971696
Germany,2003,2,4,11.762292567674223,19.088903389268154,13.541966439177903
Spain,2002,6,3,8.903292448930962,55.70282260917499,20.006919923913884
Spain,2006,8,9,8.070102086882379,74.00440676213844,30.806494266358982
Germany,2003,2,3,6.597729653995039,33.1277444511535,38.65294525465974
United Kingdom,2012,5,11,0.019476599852747967,26.796266985788698,11.480528364844002
United Kingdom,2018,5,4,-4.072674192289196,62.82091381893975,7.29779688449606
Italy,2008,10,29,11.571564949221692,98.0107966672806,24.757812572398514
Spain,2022,8,23,-1.6091657626730171,35.35110908759393,7.061111284856403
United Kingdom,2002,9,21,15.384834028253763,42.11745155114769,9.479392833745376
Italy,2015,11,3,27.69568540290151,86.35839917667032,9.02073030870475
Italy,2015,5,15,29.424371970931276,58.91784076696914,28.41219296258312
Italy,2022,2,17,-7.120748208770955,56.15590191321369,27.10387023137185
Italy,2004,12,30,14.118764888392711,92.45509422234946,21.626079618077398
Germany,2021,2,30,21.460303371774778,42.74182217125452,7.693547436552774
United Kingdom,2013,6,21,15.087500172370902,12.23465751197914,11.95658827308366
Germany,2013,6,6,1.699789412329551,51.90255699407891,13.90445416383135
Spain,2012,2,10,10.074719870650647,32.3904746713469,25.418735092420885
United Kingdom,2018,3,8,29.883095152792507,50.037068273576566,36.04594330185469
Italy,2004,6,23,-2.03839610825864,69.19271247965857,11.854620152300953
France,2019,4,3,16.598479258819335,72.71705769029253,18.123352799804458
Spain,2013,1,29,11.797903029565184,20.292281720760286,32.04458790438366
Italy,2012,7,3,23.79878564852784,88.55976070199519,19.66923551634593
United Kingdom,2005,11,30,1.3844406278764296,68.64436833471865,16.294004632005784
United Kingdom,2007,10,20,10.809506974077795,3.423461414621465,7.254810219688501
United Kingdom,2006,5,8,4.616045209247623,83.6462976399327,15.703026142836503
Spain,2009,7,6,12.159928094682972,13.492095079823441,39.88410220482301
France,2003,4,23,20.759513304108044,35.4717252962125,28.054154752736302
Germany,2022,10,13,2.018532487828576,56.860632741540904,23.910261813033014
United Kingdom,2006,4,22,10.440948839885852,54.99682848981092,26.948332762037186
France,2024,9,10,21.82526914446956,86.07291845222072,36.93999766133902
France,2024,11,4,10.139092426167672,62.8279745541428,35.54196900620393
France,2013,7,30,28.212275015389864,77.99768090128538,32.615806963854446
France,2007,11,30,10.86466080311645,87.12739567668984,39.18182997620285
Germany,2006,8,22,22.987059402716568,23.069198656932265,36.050085084788776
Italy,2016,8,26,3.603324515490364,67.83713438322275,9.152117982229644
United Kingdom,2005,4,29,26.810235062415657,91.1924214253329,12.095897387553283
France,2015,11,30,-2.06319750953766,45.66007493959204,35.46558649702638
Italy,2020,5,24,22.923213885059184,57.16753492955321,5.5740805423207815
Italy,2006,11,22,6.9941036307868245,95.83045716848699,6.942747657137401
Germany,2009,1,17,23.189567552859742,30.013339570318752,24.232681240382487
Italy,2021,5,23,9.650416747512097,12.269803214300257,23.280302784769475
Germany,2012,9,5,-5.617046507869703,9.705314025587096,6.616524122587097
France,2022,6,29,-3.6939653370879277,17.11126408810496,28.987651036701102
Germany,2008,7,19,10.958519690975589,74.77248286041845,21.85985616870891
United Kingdom,2000,12,28,-9.533626968596938,14.3129380000659,9.969401772639994
France,2007,4,12,5.65298899196112,86.66837683233439,37.920326892823326
Germany,2019,3,15,10.560662242499255,10.501822985465548,29.145358602560876
Spain,2022,4,7,16.066323765870205,99.97001895706941,29.369782648860784
United Kingdom,2013,4,26,22.353301989789642,95.57586006176969,35.93034896995955
United Kingdom,2001,7,4,25.07223672251356,65.3586711347866,22.84764267636106
Spain,2021,11,16,24.84765178379687,12.370737420901957,12.201509180730142
France,2003,3,23,2.300025631693776,35.61172812097738,10.85533296611948
France,2014,10,20,9.922873042736136,98.94107577352509,24.227234279434743
Spain,2007,4,30,19.250203018446538,9.544392489760934,20.143754920626527
France,2015,3,22,4.844005994960385,99.58141128990364,31.074357925634747
France,2007,5,29,-5.037858072603552,90.2424578672912,32.50338283595468
France,2023,8,18,29.803336905788782,10.95053585779089,14.551720910354923
Italy,2001,10,11,-4.657005798344551,76.41732068620246,28.668176285057466
Italy,2005,12,25,-7.321319387576746,90.92933298665716,11.957824595985649
France,2022,11,2,-2.403378886715557,22.379664990893822,10.047488982183843
Spain,2007,9,21,16.101614099057887,8.367235684874764,28.07319409434036
Italy,2016,3,24,5.456754839591946,72.83973908721956,27.766991882043364
United Kingdom,2012,7,12,27.12111601706512,66.59703263694277,20.686020723307546
Germany,2018,8,19,-3.5581184973316793,62.55797845915983,14.24097990761959
France,2021,12,5,16.302309773812624,88.37525525464235,29.663489740031714
United Kingdom,2005,2,2,27.80754554640859,17.224698542237494,31.42319572523646
Italy,2005,1,11,-2.4636423612363156,5.8603162227596535,29.315006910006655
Germany,2024,11,4,19.17858972906871,55.37803052055443,31.093393698229885
France,2016,6,9,25.561531875635367,99.04044326657372,24.639010593293985
Spain,2000,9,18,7.828027406088523,98.79608205262392,18.13820586814599
Spain,2024,6,17,25.78745530209605,28.972974637040384,17.99181440299627
Italy,2018,9,10,-3.092119216404736,76.59130708083127,13.260224634098453
Germany,2023,3,10,-1.4258159597602713,69.63581155904343,25.523907059561207
Italy,2003,1,22,-4.602531514507762,55.16281108087574,32.06402340755902
Spain,2001,9,6,12.484045490982972,78.11915565388331,32.869458350844184
Germany,2018,7,5,21.072633948573216,49.69417395654702,21.36791969415451
Italy,2013,5,25,0.9191794747394191,36.610202173291505,14.141022032978956
Italy,2014,5,13,29.83194365822296,69.7174612524071,23.42302071620254
France,2015,10,10,21.589043602621896,35.501742517149225,28.88064400088059
Italy,2022,6,19,21.501817820659504,96.27678439231946,34.684409771952026
France,2004,6,1,10.24839144216925,62.54352798987941,10.519985888861607
United Kingdom,2022,1,16,3.9270855686965547,28.972436982023343,36.61146575415122
Germany,2006,11,11,18.07905108268549,34.84952639140032,38.6513222470086
France,2022,10,28,-8.287983724687532,63.44553196035944,6.757418857551272
Spain,2010,11,2,12.032189191186173,32.45984362153735,21.84200820985256
United Kingdom,2022,6,19,23.071158481048684,75.21460970616994,18.670126494070217
United Kingdom,2013,11,28,19.615650341349248,59.09159544183884,31.506351006047353
Spain,2011,3,3,24.066722937361995,39.68687171472014,30.580200584341828
Spain,2022,4,27,28.026705864424486,3.9632624909089142,13.742148291485286
Italy,2019,7,8,2.7270386293471347,41.05101122434775,27.085864276381265
Germany,2004,3,21,4.765791163634665,16.452256434934785,38.91006513322865
France,2007,10,21,8.93055000717803,70.93540675225198,14.852054061547458
France,2004,9,27,-0.6433981412262924,88.67356257247131,5.7869711152676295
Italy,2002,4,28,18.9984542070853,40.23969055087587,6.711370246338987
Germany,2015,5,25,-0.4299197607635854,26.344201718220983,6.010624921820954
Italy,2016,10,10,27.942821976116704,82.62757573310967,35.64766344152578
Italy,2017,9,17,7.654594607485464,90.46659479985377,35.459344339998395
United Kingdom,2016,2,27,22.261836215804813,73.74669058790764,27.487268923466075
Germany,2023,3,8,-5.998495954159613,40.053961268059105,9.054436344415528
France,2014,5,15,16.8830862137891,61.46802382370309,6.387774720493988
United Kingdom,2001,7,15,-5.543697703456081,68.31719009198474,14.416931549823396
Spain,2014,9,28,-9.328411665429837,49.27715339113596,24.87852865073727
Italy,2005,10,6,20.970017249749304,84.75433023850766,36.257906146336076
Italy,2003,11,8,15.763959964606965,18.262864316020057,34.853101264400806
Italy,2000,3,7,8.505433763234187,37.94915687228927,38.877366849928805
United Kingdom,2005,2,20,29.48291168480513,13.556115547711423,22.25894012208618
United Kingdom,2023,5,11,-9.657832054354571,99.72312305339236,16.550087604493694
United Kingdom,2011,1,2,-9.710275283535537,89.98021686344273,25.374444635468862
France,2018,2,3,7.428727387929403,77.9643149494192,8.377249384170252
Germany,2009,5,25,13.977736608290002,38.78725984765589,5.830843809459725
United Kingdom,2023,8,15,9.564674249593317,19.265560298736407,12.52667203344421
United Kingdom,2024,3,18,1.002318026822433,17.02433792724325,6.492864880858397
Germany,2018,2,4,-5.961740893527128,21.631149215482516,20.18925854052511
United Kingdom,2016,2,24,20.19339185970461,64.54233856361566,37.16051765461695
Germany,2023,1,2,16.74788791890069,53.68262832680416,39.31013064059547
United Kingdom,2001,5,23,20.427730594488143,4.078649088366049,21.227642248575016
Germany,2007,10,28,21.245408626267853,8.851112392728322,5.27418913828634
Germany,2023,7,1,7.180481500149568,43.75728275571523,17.065124437821556
France,2010,1,8,5.441026864399724,70.52419539677543,11.865745035047908
United Kingdom,2013,3,7,0.019319013962451947,40.892813061577684,13.711008171080648
Germany,2024,9,4,3.974062780377775,72.95150407380899,10.227919721583966
France,2006,7,23,24.331256077415716,17.76943879761298,31.93496728478667
France,2016,6,5,23.25957970613642,10.317546044636206,6.137664700643829
Germany,2006,2,24,11.015618363129608,53.84368621301636,34.93056706290678
Italy,2023,10,30,-6.772418253287267,36.0740695685451,21.092568431697757
Spain,2024,5,4,26.361265870625658,10.60147527082178,39.78293516151848
Spain,2019,1,8,17.413433863005036,94.89537373608934,11.473865610161809
Germany,2004,11,5,25.620337783531575,2.6923188134676534,27.436387351579004
Spain,2023,12,28,8.900706898258708,24.192994901627895,24.396732348869328
Italy,2001,10,2,7.4568169915854945,18.917085334486327,15.210751647309309
Germany,2020,1,13,-3.3202251521276738,28.270128243467994,20.006434915599158
Spain,2001,5,30,-4.734942034680465,37.476215435086715,15.905770343476597
Spain,2002,5,20,-9.092164167225633,60.14639192343826,15.64957985798385
Italy,2012,3,4,25.743274521340204,2.8644766375334307,7.601883320902511
Spain,2017,5,23,29.908258177370982,68.85661636143985,14.682466918997946
Germany,2003,11,16,14.852145038216054,39.56459558698043,24.03610656120827
Italy,2008,3,12,20.721788597648438,12.536531387922112,35.932345035928435
Germany,2023,5,14,-2.757557001226476,44.10303797581106,39.28977384245592
Spain,2008,3,12,10.118094024534937,50.795067322594576,17.710394242032155
Italy,2000,12,20,1.9614763934310488,40.71187031230507,26.200121749514512
Spain,2010,6,19,-0.24382763133658258,22.65483262260912,19.59743974730337
United Kingdom,2018,9,19,10.481417834026434,62.949479863085436,27.38267051816012
United Kingdom,2003,8,10,22.23909272364225,13.237541428370337,28.312375460867916
Germany,2018,3,29,15.700136432333828,22.61520936711682,29.572808527084156
United Kingdom,2018,6,11,26.950158312552766,10.92818741316911,36.94280716382495
Germany,2015,5,22,21.654591031832844,18.31289920783562,10.119093045134125
Italy,2019,12,4,-4.731564090379714,30.248820074294247,37.114848908853624
United Kingdom,2023,10,5,-7.3936469528515225,5.609617261960453,35.609528946780515
United Kingdom,2023,10,13,3.5877101925857424,15.082493087029047,5.763297005861608
France,2018,4,1,23.18112933980298,33.71761815998685,6.754009399300086
Spain,2014,8,17,-3.3034026317987353,49.95491045333576,34.26001917644064
Italy,2024,5,6,4.820646054155166,28.43902922272994,36.51099549707169
Italy,2013,8,12,9.896393664120126,65.03610973401844,24.674693687627894
France,2011,10,3,3.2026985072451772,28.364347322348237,17.969505761154913
Spain,2007,2,27,15.64295596908934,24.4113050568897,22.697637088614098
Italy,2024,4,18,15.512532951644808,80.44931520117056,35.20555237685545
France,2017,9,21,13.662177100982976,13.274859640259706,12.915253764856049
Italy,2014,9,6,24.154838608935385,55.343011708527236,35.585922656643795
France,2010,8,16,14.45400889482121,14.595647173950688,22.489250980221154
Italy,2024,9,6,13.65397794888068,66.48037533629513,28.706683037770357
Italy,2009,12,29,15.81612086082032,84.22022223852645,30.279940956105875
Spain,2008,12,2,5.811981743834128,4.876092475103155,32.10985234170634
Germany,2008,2,30,14.1475213361595,65.97677775121392,33.1889422959905
France,2017,2,5,-5.53591311629265,77.95755730255497,33.612609230779626
France,2008,3,10,18.6077754922055,79.65239913462422,20.526777104632323
United Kingdom,2005,5,11,5.318267189000903,64.12191530245576,32.774459281740185
Spain,2006,9,13,-8.387159066395835,91.7742768752423,6.761821285440653
Italy,2023,6,25,-1.6635003952259133,77.77621122467485,27.14460381707927
Spain,2019,5,26,15.481696430235981,23.84651369467077,6.601579551227322
Spain,2021,3,21,17.38902720467933,31.322833159299012,6.764654796252314
Spain,2010,5,8,6.544543545817639,21.86977729050037,38.15130029222347
Germany,2011,10,21,28.638609527869,38.38125474561315,34.63853440137821
France,2022,6,12,12.494371937137295,1.6312510344750897,17.468410835539437
Italy,2018,5,12,9.77689950632395,61.59854336924915,8.148756031943643
Spain,2020,5,2,26.358389435668606,69.00954432783153,34.27534420891717
Germany,2009,1,14,28.544115215145794,4.715471791533698,6.3743297019066185
Italy,2022,4,6,5.901547375486551,69.22523277463814,21.631377711528774
United Kingdom,2001,2,25,2.719056323820661,24.987256862539187,31.16747839240317
United Kingdom,2020,12,22,21.171617012156638,53.70917448999597,22.60295023118591
Italy,2003,8,24,19.814395059559423,2.0801123722820947,5.727947993189445
Germany,2000,12,18,-5.874452801536214,48.79741521325423,38.104211365516846
Italy,2020,12,12,25.16795681599659,48.234295132253294,15.0784426406593
United Kingdom,2002,8,11,-1.410571390143982,57.709136165904425,22.93546662352722
Italy,2020,12,1,9.615995757173053,88.49245899760454,39.168481542252714
Spain,2017,10,2,3.306595885321414,23.007081504357775,6.1764063327971055
Germany,2008,7,12,7.60220108116863,12.610826463973924,37.77394278035985
Italy,2019,6,11,21.850753805200913,75.93584170522712,39.68612697658958
Germany,2018,4,6,23.674630474822415,65.63561432365927,28.929870718297376
Italy,2010,2,22,-3.139812553763064,5.7183610736568085,21.751719170014763
United Kingdom,2022,4,3,22.48815137088222,94.5573801391662,33.09947775082601
United Kingdom,2006,3,24,-4.084924033105071,81.13259465318279,29.454983195104532
United Kingdom,2019,9,9,23.763093707020644,19.08902827633714,38.31168211026912
United Kingdom,2002,3,25,12.390686715920491,37.33982712548214,19.870908860391843
Germany,2015,4,17,18.60316990777364,31.339121697505224,25.679040700315845
Spain,2006,12,14,-4.6467072488152095,81.99067135986175,31.740722592688623
United Kingdom,2007,8,2,12.116356685993281,39.23751426071609,16.632782842648336
Italy,2015,9,1,15.729271075312234,20.75258341375402,30.6891234772199
Italy,2007,10,22,17.345234895357837,92.0331229929056,24.308015855132247
United Kingdom,2024,9,27,9.017816069348747,45.969964422587076,12.05671378735018
United Kingdom,2011,12,5,-0.23555256020410198,47.63780413739034,11.018493252168048
United Kingdom,2020,9,16,-2.721998153183902,9.896564039416422,19.15958293881488
Italy,2007,9,15,26.892039256464898,54.02229700244955,6.584055018571202
Spain,2017,8,13,23.74680957132304,4.567532207808444,19.41033702142063
Italy,2014,1,25,11.09255450242426,54.73503228846125,16.11190899530491
Germany,2012,9,22,5.813963099182686,49.44633845551305,12.18784602059837
Italy,2004,11,20,-9.096245497187375,17.01263574538814,21.646287262713585
France,2020,11,6,13.724063818767394,73.11788224430794,17.400056547684443
Spain,2007,3,5,-7.417155008598391,86.4058567442093,16.233983238501796
Spain,2011,8,25,26.833372795243775,12.983102872508056,8.849852030074764
Germany,2000,1,27,5.450046812255458,21.55982540056761,15.834204445755256
Italy,2017,6,19,4.60198697579829,51.42534292850672,39.53870403839755
France,2024,5,13,3.4231513861180574,54.09428273261305,25.88690444418221
Germany,2003,5,11,1.90214961047257,69.02190599214575,28.57901947105163
Germany,2015,4,29,11.626565818349619,68.62629551624553,32.48381347052327
Germany,2021,8,9,-2.0602944875364138,76.30433747860994,28.774146632703783
France,2008,1,4,-6.480696858934762,95.18491310538802,11.120586031535847
Italy,2010,11,21,-5.728283211424485,13.639880045669116,35.983149755339085
United Kingdom,2009,3,17,-0.2161316683054757,32.384497538105805,9.179716452177312
United Kingdom,2024,11,4,13.866733523730687,23.077429184828503,30.779043965868826
Italy,2003,12,23,19.54059385741557,82.41280118004215,21.3768317300633
France,2019,11,21,-5.9181819638282285,40.3770613932229,38.33443362280003
